City,Month,AQI,Range,Quality level,PM2.5,PM10,CO,SO2,NO2,O3,Unnamed: 11
Taiyuan,2017-06-01,118.0,44~188,light pollution,43.0,98.0,1.047,21.0,48.0,177.0,
Taiyuan,2017-07-01,123.0,47~203,light pollution,47.0,101.0,1.074,18.0,44.0,183.0,
Taiyuan,2017-08-01,96.0,53~133,good,47.0,99.0,1.197,20.0,47.0,140.0,
Taiyuan,2017-09-01,104.0,73~135,light pollution,61.0,156.0,1.267,40.0,63.0,118.0,
Taiyuan,2017-10-01,98.0,40~185,good,68.0,134.0,1.368,31.0,56.0,56.0,
Taiyuan,2017-11-01,124.0,66~250,light pollution,81.0,179.0,1.463,54.0,65.0,50.0,
Taiyuan,2017-12-01,126.0,48~278,light pollution,76.0,143.0,1.661,74.0,65.0,26.0,
Taiyuan,2018-01-01,106.0,43~190,light pollution,72.0,131.0,1.303,63.0,51.0,45.0,
Taiyuan,2018-02-01,99.0,0~227,good,66.0,114.0,1.107,49.0,40.0,79.0,
Taiyuan,2018-03-01,99.0,0~169,good,67.0,133.0,1.042,39.0,49.0,100.0,
Taiyuan,2018-04-01,91.0,0~154,good,45.0,131.0,0.8,22.0,45.0,120.0,
Taiyuan,2018-05-01,100.0,0~149,light pollution,43.0,123.0,0.761,18.0,44.0,143.0,
Taiyuan,2018-06-01,110.0,51~170,light pollution,37.0,105.0,0.803,15.0,48.0,166.0,
Taiyuan,2018-07-01,91.0,40~149,good,35.0,67.0,0.861,7.0,31.0,142.0,
Taiyuan,2018-08-01,83.0,38~147,good,32.0,68.0,0.816,7.0,33.0,134.0,
Taiyuan,2018-09-01,69.0,47~117,good,28.0,80.0,0.757,11.0,42.0,85.0,
Taiyuan,2018-10-01,86.0,54~139,good,45.0,119.0,0.842,16.0,55.0,75.0,
Taiyuan,2018-11-01,111.0,0~209,light pollution,76.0,161.0,1.247,32.0,67.0,44.0,
Taiyuan,2018-12-01,107.0,0~233,light pollution,68.0,156.0,1.335,44.0,61.0,34.0,
Taiyuan,2019-01-01,150.0,71~352,light pollution,111.0,191.0,1.942,58.0,75.0,34.0,
Taiyuan,2019-02-01,128.0,41~222,light pollution,92.0,137.0,1.371,40.0,49.0,70.0,
Taiyuan,2019-03-01,90.0,45~202,good,50.0,113.0,0.929,22.0,48.0,99.0,
Taiyuan,2019-04-01,97.0,43~175,good,57.0,132.0,0.917,17.0,50.0,108.0,
Taiyuan,2019-05-01,101.0,57~157,light pollution,45.0,123.0,0.713,15.0,47.0,139.0,
Taiyuan,2019-06-01,122.0,58~179,light pollution,39.0,74.0,0.79,13.0,38.0,182.0,
Taiyuan,2019-07-01,117.0,59~180,light pollution,35.0,63.0,0.806,9.0,34.0,176.0,
Taiyuan,2019-08-01,82.0,39~149,good,26.0,51.0,0.755,9.0,34.0,132.0,
Taiyuan,2019-09-01,80.0,37~147,good,31.0,67.0,0.83,12.0,48.0,121.0,
Taiyuan,2019-10-01,86.0,34~189,good,51.0,104.0,0.965,15.0,51.0,70.0,
Taiyuan,2019-11-01,102.0,40~172,light pollution,68.0,128.0,1.04,25.0,57.0,42.0,
Taiyuan,2019-12-01,95.0,38~186,good,67.0,110.0,1.123,30.0,56.0,38.0,
Taiyuan,2020-01-01,153.0,62~299,moderately pollution,117.0,151.0,1.526,33.0,57.0,53.0,
Taiyuan,2020-02-01,108.0,37~251,light pollution,78.0,109.0,1.1,26.0,39.0,73.0,
Taiyuan,2020-03-01,77.0,35~147,good,45.0,92.0,0.694,18.0,43.0,94.0,
Taiyuan,2020-04-01,83.0,48~133,good,45.0,103.0,0.67,13.0,49.0,119.0,
Taiyuan,2020-05-01,88.0,55~140,good,39.0,99.0,0.661,13.0,41.0,136.0,
Taiyuan,2020-06-01,123.0,72~183,light pollution,45.0,101.0,0.817,15.0,43.0,181.0,
Taiyuan,2020-07-01,109.0,46~160,light pollution,37.0,63.0,0.842,7.0,34.0,168.0,
Taiyuan,2020-08-01,80.0,35~144,good,28.0,54.0,0.81,8.0,34.0,132.0,
Taiyuan,2020-09-01,74.0,39~126,good,33.0,68.0,0.8,10.0,42.0,120.0,
Taiyuan,2020-10-01,91.0,35~163,good,59.0,116.0,1.045,18.0,55.0,75.0,
Taiyuan,2020-11-01,102.0,30~288,light pollution,71.0,119.0,1.14,20.0,57.0,52.0,
Taiyuan,2020-12-01,84.0,44~138,good,56.0,100.0,1.148,27.0,51.0,45.0,
Taiyuan,2021-01-01,126.0,46~500,light pollution,49.0,84.0,1.003,26.0,42.0,60.0,
Taiyuan,2021-02-01,91.0,41~175,good,57.0,90.0,0.961,21.0,39.0,83.0,
Taiyuan,2021-03-01,159.0,44~500,moderately pollution,53.0,79.0,0.952,15.0,45.0,88.0,
Taiyuan,2021-04-01,82.0,42~219,good,39.0,55.0,0.59,9.0,34.0,111.0,
Taiyuan,2021-05-01,118.0,44~500,light pollution,38.0,64.0,0.703,11.0,32.0,147.0,
Taiyuan,2021-06-01,114.0,49~185,light pollution,30.0,64.0,0.727,9.0,30.0,173.0,
Taiyuan,2021-07-01,111.0,37~206,light pollution,27.0,51.0,0.723,6.0,27.0,169.0,
Taiyuan,2021-08-01,108.0,44~171,light pollution,33.0,61.0,0.816,7.0,27.0,167.0,
Taiyuan,2021-09-01,74.0,34~134,good,30.0,59.0,0.8,9.0,36.0,119.0,
Taiyuan,2021-10-01,65.0,26~124,good,38.0,73.0,0.858,11.0,45.0,62.0,
Taiyuan,2021-11-01,84.0,34~172,good,54.0,109.0,0.91,18.0,51.0,55.0,
Taiyuan,2021-12-01,81.0,38~209,good,52.0,101.0,1.071,25.0,55.0,41.0,
Taiyuan,2022-01-01,119.0,49~219,light pollution,86.0,125.0,1.3,20.0,55.0,46.0,
Taiyuan,2022-02-01,67.0,36~124,good,42.0,64.0,0.793,14.0,36.0,78.0,
Taiyuan,2022-03-01,115.0,44~425,light pollution,52.0,88.0,0.823,12.0,44.0,91.0,
Taiyuan,2022-04-01,82.0,47~132,good,29.0,56.0,0.577,14.0,33.0,122.0,
Taiyuan,2022-05-01,87.0,31~155,good,32.0,75.0,0.613,12.0,39.0,137.0,
Taiyuan,2022-06-01,127.0,50~189,light pollution,32.0,73.0,0.657,10.0,32.0,189.0,
Taiyuan,2022-07-01,101.0,41~165,light pollution,27.0,55.0,0.7,9.0,28.0,159.0,
Taiyuan,2022-08-01,75.0,28~126,good,27.0,49.0,0.771,7.0,30.0,122.0,
Taiyuan,2022-09-01,77.0,43~121,good,32.0,72.0,0.74,10.0,45.0,127.0,
Taiyuan,2022-10-01,79.0,27~119,good,51.0,93.0,0.868,10.0,47.0,75.0,
Taiyuan,2022-11-01,92.0,,,63.0,106.0,0.993,11.0,46.0,59.0,
Taiyuan,2022-12-01,73.0,,,37.0,90.0,0.823,16.0,45.0,50.0,
Xi'an,2014-01-01,175.0,72~352,moderately pollution,133.0,229.0,3.037,85.0,72.0,27.0,西安
Xi'an,2014-02-01,218.0,83~432,heavy pollution,173.0,241.0,2.507,65.0,53.0,32.0,
Xi'an,2014-03-01,134.0,74~250,light pollution,85.0,188.0,2.242,37.0,50.0,52.0,
Xi'an,2014-04-01,101.0,55~181,light pollution,64.0,149.0,1.697,17.0,46.0,66.0,
Xi'an,2014-05-01,100.0,58~221,good,55.0,149.0,1.529,16.0,32.0,81.0,
Xi'an,2014-06-01,78.0,53~136,good,46.0,97.0,1.42,13.0,34.0,110.0,
Xi'an,2014-07-01,82.0,27~110,good,36.0,87.0,1.058,9.0,34.0,135.0,
Xi'an,2014-08-01,74.0,33~114,good,44.0,93.0,1.219,11.0,39.0,108.0,
Xi'an,2014-09-01,61.0,18~113,good,39.0,76.0,1.383,11.0,38.0,65.0,
Xi'an,2014-10-01,111.0,44~251,light pollution,78.0,152.0,1.51,20.0,48.0,56.0,
Xi'an,2014-11-01,118.0,53~239,light pollution,84.0,155.0,1.883,37.0,48.0,29.0,
Xi'an,2014-12-01,104.0,60~182,light pollution,67.0,152.0,2.035,53.0,48.0,26.0,
Xi'an,2015-01-01,132.0,61~242,light pollution,95.0,188.0,2.897,55.0,51.0,25.0,
Xi'an,2015-02-01,104.0,67~200,light pollution,65.0,147.0,2.482,38.0,38.0,47.0,
Xi'an,2015-03-01,93.0,53~177,good,60.0,132.0,1.787,26.0,40.0,59.0,
Xi'an,2015-04-01,78.0,43~138,good,40.0,106.0,1.743,17.0,36.0,82.0,
Xi'an,2015-05-01,78.0,60~103,good,40.0,101.0,1.532,17.0,36.0,114.0,
Xi'an,2015-06-01,70.0,32~101,good,36.0,82.0,1.27,11.0,32.0,97.0,
Xi'an,2015-07-01,95.0,61~142,good,41.0,98.0,1.032,9.0,36.0,149.0,
Xi'an,2015-08-01,90.0,35~169,good,43.0,102.0,1.023,10.0,43.0,127.0,
Xi'an,2015-09-01,70.0,37~102,good,42.0,84.0,1.143,13.0,42.0,89.0,
Xi'an,2015-10-01,104.0,31~202,light pollution,63.0,153.0,1.452,21.0,53.0,56.0,
Xi'an,2015-11-01,91.0,38~265,good,59.0,126.0,2.06,25.0,49.0,24.0,
Xi'an,2015-12-01,152.0,63~317,moderately pollution,111.0,212.0,2.784,44.0,63.0,30.0,
Xi'an,2016-01-01,154.0,63~333,moderately pollution,113.0,207.0,3.013,39.0,60.0,36.0,
Xi'an,2016-02-01,108.0,52~251,light pollution,69.0,146.0,1.817,28.0,47.0,61.0,
Xi'an,2016-03-01,125.0,58~192,light pollution,78.0,188.0,1.887,27.0,63.0,69.0,
Xi'an,2016-04-01,96.0,61~148,good,55.0,138.0,1.4,17.0,58.0,102.0,
Xi'an,2016-05-01,87.0,47~168,good,44.0,105.0,1.113,13.0,47.0,120.0,
Xi'an,2016-06-01,101.0,46~179,light pollution,32.0,76.0,1.1,8.0,38.0,157.0,
Xi'an,2016-07-01,83.0,35~168,good,27.0,59.0,0.926,6.0,32.0,136.0,
Xi'an,2016-08-01,83.0,36~121,good,36.0,71.0,0.952,8.0,34.0,136.0,
Xi'an,2016-09-01,91.0,47~130,good,53.0,104.0,1.217,14.0,56.0,112.0,
Xi'an,2016-10-01,79.0,39~153,good,53.0,98.0,1.355,12.0,51.0,55.0,
Xi'an,2016-11-01,169.0,44~304,moderately pollution,124.0,221.0,2.18,26.0,70.0,29.0,
Xi'an,2016-12-01,214.0,71~458,heavy pollution,173.0,233.0,2.497,35.0,77.0,31.0,
Xi'an,2017-01-01,229.0,63~499,heavy pollution,186.0,260.0,2.613,37.0,73.0,45.0,
Xi'an,2017-02-01,172.0,57~307,moderately pollution,131.0,201.0,2.143,33.0,75.0,71.0,
Xi'an,2017-03-01,100.0,48~145,light pollution,69.0,120.0,1.5,23.0,63.0,81.0,
Xi'an,2017-04-01,93.0,41~298,good,43.0,95.0,1.327,15.0,62.0,99.0,
Xi'an,2017-05-01,114.0,50~500,light pollution,32.0,76.0,1.103,13.0,55.0,136.0,
Xi'an,2017-06-01,110.0,46~172,light pollution,33.0,72.0,1.067,11.0,42.0,165.0,
Xi'an,2017-07-01,122.0,37~201,light pollution,32.0,72.0,1.152,8.0,40.0,181.0,
Xi'an,2017-08-01,99.0,35~202,good,35.0,70.0,1.161,9.0,41.0,148.0,
Xi'an,2017-09-01,77.0,40~123,good,44.0,90.0,1.31,12.0,53.0,95.0,
Xi'an,2017-10-01,75.0,30~116,good,50.0,91.0,1.465,12.0,50.0,41.0,
Xi'an,2017-11-01,129.0,66~292,light pollution,94.0,159.0,1.773,22.0,74.0,38.0,
Xi'an,2017-12-01,172.0,72~402,moderately pollution,109.0,181.0,2.006,32.0,80.0,22.0,
Xi'an,2018-01-01,176.0,63~330,moderately pollution,136.0,184.0,1.887,25.0,70.0,42.0,
Xi'an,2018-02-01,106.0,0~267,light pollution,76.0,118.0,1.4,23.0,55.0,75.0,
Xi'an,2018-03-01,107.0,0~218,light pollution,76.0,129.0,1.381,15.0,62.0,90.0,
Xi'an,2018-04-01,74.0,0~181,good,35.0,100.0,1.047,12.0,52.0,99.0,
Xi'an,2018-05-01,73.0,0~145,good,30.0,83.0,0.89,10.0,46.0,112.0,
Xi'an,2018-06-01,100.0,35~151,good,26.0,59.0,0.887,8.0,36.0,156.0,
Xi'an,2018-07-01,70.0,29~126,good,24.0,46.0,0.874,6.0,27.0,120.0,
Xi'an,2018-08-01,98.0,39~136,good,28.0,56.0,0.877,8.0,34.0,155.0,
Xi'an,2018-09-01,62.0,33~95,good,23.0,53.0,0.887,10.0,42.0,87.0,
Xi'an,2018-10-01,80.0,50~102,good,43.0,91.0,1.045,11.0,60.0,73.0,
Xi'an,2018-11-01,92.0,0~242,good,64.0,104.0,1.323,14.0,65.0,36.0,
Xi'an,2018-12-01,109.0,0~254,light pollution,79.0,131.0,1.377,21.0,63.0,29.0,
Xi'an,2019-01-01,178.0,58~346,moderately pollution,139.0,181.0,1.639,17.0,70.0,37.0,
Xi'an,2019-02-01,151.0,79~271,moderately pollution,114.0,157.0,1.311,11.0,44.0,66.0,
Xi'an,2019-03-01,84.0,54~120,good,45.0,113.0,0.755,8.0,58.0,84.0,
Xi'an,2019-04-01,82.0,53~144,good,45.0,107.0,0.82,7.0,46.0,101.0,
Xi'an,2019-05-01,107.0,35~481,light pollution,42.0,115.0,0.577,6.0,43.0,117.0,
Xi'an,2019-06-01,91.0,33~153,good,26.0,54.0,0.613,5.0,34.0,144.0,
Xi'an,2019-07-01,95.0,36~150,good,22.0,49.0,0.555,5.0,32.0,152.0,
Xi'an,2019-08-01,87.0,37~140,good,26.0,56.0,0.681,5.0,34.0,138.0,
Xi'an,2019-09-01,67.0,32~120,good,28.0,54.0,0.697,6.0,41.0,109.0,
Xi'an,2019-10-01,66.0,25~122,good,38.0,75.0,0.771,7.0,46.0,48.0,
Xi'an,2019-11-01,112.0,38~231,light pollution,79.0,125.0,0.96,10.0,58.0,32.0,
Xi'an,2019-12-01,134.0,52~319,light pollution,100.0,143.0,1.145,15.0,65.0,32.0,
Xi'an,2020-01-01,168.0,68~278,moderately pollution,130.0,144.0,1.49,13.0,49.0,46.0,
Xi'an,2020-02-01,106.0,33~185,light pollution,74.0,97.0,0.966,11.0,29.0,88.0,
Xi'an,2020-03-01,84.0,34~172,good,47.0,111.0,0.613,9.0,46.0,86.0,
Xi'an,2020-04-01,76.0,48~111,good,39.0,94.0,0.603,9.0,49.0,105.0,
Xi'an,2020-05-01,82.0,36~145,good,28.0,85.0,0.523,7.0,38.0,129.0,
Xi'an,2020-06-01,80.0,33~175,good,25.0,58.0,0.623,6.0,31.0,128.0,
Xi'an,2020-07-01,84.0,36~180,good,26.0,54.0,0.632,5.0,28.0,134.0,
Xi'an,2020-08-01,66.0,30~150,good,22.0,47.0,0.632,5.0,29.0,110.0,
Xi'an,2020-09-01,72.0,33~106,good,33.0,70.0,0.687,7.0,43.0,110.0,
Xi'an,2020-10-01,68.0,30~134,good,37.0,86.0,0.726,7.0,45.0,43.0,
Xi'an,2020-11-01,102.0,33~195,light pollution,71.0,125.0,0.923,9.0,56.0,50.0,
Xi'an,2020-12-01,112.0,43~205,light pollution,80.0,120.0,1.035,13.0,54.0,33.0,
Xi'an,2021-01-01,124.0,59~275,light pollution,75.0,123.0,1.129,14.0,61.0,44.0,
Xi'an,2021-02-01,109.0,52~330,light pollution,75.0,120.0,0.996,11.0,47.0,67.0,
Xi'an,2021-03-01,147.0,53~500,light pollution,35.0,79.0,0.81,9.0,50.0,64.0,
Xi'an,2021-04-01,71.0,29~142,good,29.0,57.0,0.617,8.0,41.0,76.0,
Xi'an,2021-05-01,89.0,29~222,good,25.0,55.0,0.532,7.0,41.0,122.0,
Xi'an,2021-06-01,94.0,32~201,good,23.0,58.0,0.533,6.0,32.0,148.0,
Xi'an,2021-07-01,87.0,31~192,good,20.0,46.0,0.545,5.0,26.0,137.0,
Xi'an,2021-08-01,73.0,27~182,good,20.0,42.0,0.594,5.0,24.0,120.0,
Xi'an,2021-09-01,54.0,24~117,good,16.0,32.0,0.677,6.0,24.0,95.0,
Xi'an,2021-10-01,52.0,20~89,good,26.0,56.0,0.681,6.0,34.0,54.0,
Xi'an,2021-11-01,95.0,52~208,good,59.0,126.0,0.863,9.0,55.0,52.0,
Xi'an,2021-12-01,98.0,42~189,good,69.0,99.0,0.919,10.0,52.0,42.0,
Xi'an,2022-01-01,146.0,57~254,light pollution,110.0,117.0,1.274,9.0,35.0,57.0,
Xi'an,2022-02-01,110.0,42~182,light pollution,78.0,105.0,0.907,9.0,40.0,73.0,
Xi'an,2022-03-01,127.0,67~464,light pollution,24.0,45.0,0.787,9.0,49.0,77.0,
Xi'an,2022-04-01,79.0,44~123,good,26.0,57.0,0.583,7.0,42.0,110.0,
Xi'an,2022-05-01,90.0,38~152,good,26.0,62.0,0.506,6.0,35.0,139.0,
Xi'an,2022-06-01,115.0,47~170,light pollution,34.0,63.0,0.547,7.0,30.0,174.0,
Xi'an,2022-07-01,98.0,38~166,good,21.0,46.0,0.542,5.0,22.0,154.0,
Xi'an,2022-08-01,88.0,24~131,good,22.0,48.0,0.59,5.0,22.0,142.0,
Xi'an,2022-09-01,76.0,42~128,good,33.0,68.0,0.643,7.0,37.0,117.0,
Xi'an,2022-10-01,69.0,23~100,good,45.0,81.0,0.7,7.0,43.0,63.0,
Xi'an,2022-11-01,108.0,,,76.0,123.0,0.877,8.0,48.0,42.0,
Xi'an,2022-12-01,126.0,,,90.0,152.0,1.045,11.0,59.0,46.0,
Jinan,2014-01-01,184.0,61~489,moderately pollution,138.0,247.0,1.9,117.0,67.0,45.0,
Jinan,2014-02-01,152.0,60~289,moderately pollution,115.0,190.0,1.879,123.0,62.0,56.0,
Jinan,2014-03-01,135.0,76~309,light pollution,88.0,197.0,1.11,75.0,58.0,100.0,
Jinan,2014-04-01,137.0,61~229,light pollution,91.0,190.0,1.073,70.0,51.0,122.0,
Jinan,2014-05-01,119.0,55~177,light pollution,66.0,171.0,0.816,47.0,42.0,162.0,
Jinan,2014-06-01,126.0,65~195,light pollution,76.0,135.0,1.037,48.0,41.0,175.0,
Jinan,2014-07-01,117.0,63~190,light pollution,71.0,125.0,0.9,37.0,40.0,164.0,
Jinan,2014-08-01,114.0,71~157,light pollution,72.0,134.0,1.055,49.0,48.0,161.0,
Jinan,2014-09-01,114.0,57~231,light pollution,80.0,145.0,1.213,46.0,52.0,125.0,
Jinan,2014-10-01,116.0,63~202,light pollution,81.0,167.0,1.039,48.0,59.0,107.0,
Jinan,2014-11-01,139.0,66~368,light pollution,101.0,188.0,1.24,67.0,65.0,48.0,
Jinan,2014-12-01,123.0,62~229,light pollution,84.0,180.0,1.3,97.0,66.0,39.0,
Jinan,2015-01-01,153.0,60~322,moderately pollution,113.0,210.0,1.952,92.0,73.0,37.0,
Jinan,2015-02-01,131.0,61~238,light pollution,95.0,172.0,1.607,79.0,53.0,62.0,
Jinan,2015-03-01,124.0,63~190,light pollution,81.0,185.0,1.333,63.0,55.0,85.0,
Jinan,2015-04-01,115.0,59~215,light pollution,77.0,158.0,1.197,39.0,43.0,114.0,
Jinan,2015-05-01,113.0,53~182,light pollution,74.0,155.0,1.213,37.0,41.0,143.0,
Jinan,2015-06-01,117.0,68~186,light pollution,73.0,139.0,1.063,27.0,33.0,168.0,
Jinan,2015-07-01,123.0,74~182,light pollution,75.0,133.0,1.032,28.0,38.0,168.0,
Jinan,2015-08-01,92.0,39~140,good,57.0,98.0,0.939,22.0,39.0,141.0,
Jinan,2015-09-01,99.0,50~158,good,69.0,128.0,1.133,27.0,52.0,125.0,
Jinan,2015-10-01,128.0,64~243,light pollution,91.0,174.0,1.313,34.0,61.0,96.0,
Jinan,2015-11-01,147.0,42~337,light pollution,114.0,158.0,1.89,43.0,59.0,41.0,
Jinan,2015-12-01,199.0,56~496,moderately pollution,158.0,232.0,2.11,71.0,70.0,34.0,
Jinan,2016-01-01,164.0,63~436,moderately pollution,126.0,193.0,2.003,80.0,68.0,39.0,
Jinan,2016-02-01,112.0,37~241,light pollution,81.0,140.0,1.362,57.0,44.0,74.0,
Jinan,2016-03-01,123.0,71~237,light pollution,80.0,185.0,1.11,51.0,48.0,101.0,
Jinan,2016-04-01,128.0,72~211,light pollution,82.0,202.0,1.09,40.0,45.0,128.0,
Jinan,2016-05-01,110.0,63~295,light pollution,58.0,129.0,0.906,28.0,38.0,143.0,
Jinan,2016-06-01,118.0,77~171,light pollution,51.0,103.0,0.933,24.0,33.0,178.0,
Jinan,2016-07-01,100.0,37~170,light pollution,61.0,109.0,0.99,21.0,35.0,143.0,
Jinan,2016-08-01,81.0,51~148,good,42.0,88.0,1.029,23.0,35.0,119.0,
Jinan,2016-09-01,109.0,59~173,light pollution,60.0,132.0,1.107,27.0,56.0,155.0,
Jinan,2016-10-01,88.0,50~160,good,58.0,118.0,1.158,22.0,53.0,70.0,
Jinan,2016-11-01,111.0,34~226,light pollution,79.0,151.0,1.33,31.0,57.0,46.0,
Jinan,2016-12-01,164.0,62~500,moderately pollution,126.0,203.0,1.877,46.0,63.0,41.0,
Jinan,2017-01-01,172.0,58~416,moderately pollution,130.0,209.0,2.139,49.0,61.0,46.0,
Jinan,2017-02-01,114.0,55~236,light pollution,83.0,148.0,1.286,44.0,50.0,81.0,
Jinan,2017-03-01,100.0,60~149,good,68.0,141.0,1.071,31.0,54.0,93.0,
Jinan,2017-04-01,99.0,72~207,good,60.0,134.0,1.017,22.0,47.0,108.0,
Jinan,2017-05-01,125.0,69~222,light pollution,42.0,98.0,0.826,21.0,35.0,168.0,
Jinan,2017-06-01,130.0,49~202,light pollution,54.0,108.0,0.887,21.0,37.0,190.0,
Jinan,2017-07-01,99.0,51~207,good,51.0,98.0,0.974,13.0,35.0,136.0,
Jinan,2017-08-01,93.0,42~152,good,37.0,75.0,0.858,12.0,39.0,145.0,
Jinan,2017-09-01,99.0,58~169,good,39.0,93.0,0.803,14.0,46.0,156.0,
Jinan,2017-10-01,86.0,28~157,good,56.0,111.0,1.113,16.0,54.0,84.0,
Jinan,2017-11-01,93.0,41~155,good,55.0,133.0,0.99,23.0,54.0,67.0,
Jinan,2017-12-01,125.0,52~310,light pollution,88.0,163.0,1.435,35.0,63.0,27.0,
Jinan,2018-01-01,126.0,51~264,light pollution,93.0,152.0,1.303,33.0,57.0,49.0,
Jinan,2018-02-01,101.0,60~183,light pollution,67.0,124.0,1.064,28.0,38.0,77.0,
Jinan,2018-03-01,94.0,55~205,good,61.0,116.0,0.894,22.0,40.0,106.0,
Jinan,2018-04-01,88.0,0~141,good,42.0,107.0,0.747,18.0,34.0,130.0,
Jinan,2018-05-01,93.0,0~142,good,38.0,92.0,0.732,13.0,35.0,151.0,
Jinan,2018-06-01,126.0,68~174,light pollution,32.0,76.0,0.58,9.0,26.0,187.0,
Jinan,2018-07-01,95.0,43~182,good,31.0,61.0,0.629,8.0,27.0,149.0,
Jinan,2018-08-01,92.0,22~173,good,31.0,60.0,0.726,9.0,30.0,144.0,
Jinan,2018-09-01,76.0,48~103,good,34.0,80.0,0.75,11.0,43.0,118.0,
Jinan,2018-10-01,83.0,55~137,good,43.0,108.0,0.735,12.0,57.0,102.0,
Jinan,2018-11-01,90.0,0~176,good,66.0,114.0,1.107,15.0,59.0,63.0,
Jinan,2018-12-01,105.0,0~260,light pollution,73.0,137.0,1.158,24.0,59.0,41.0,
Jinan,2019-01-01,132.0,61~328,light pollution,95.0,168.0,1.297,29.0,67.0,48.0,
Jinan,2019-02-01,125.0,53~207,light pollution,92.0,142.0,1.111,20.0,53.0,76.0,
Jinan,2019-03-01,92.0,52~182,good,51.0,122.0,0.623,13.0,50.0,108.0,
Jinan,2019-04-01,92.0,42~139,good,54.0,119.0,0.777,15.0,45.0,121.0,
Jinan,2019-05-01,102.0,57~159,light pollution,36.0,97.0,0.632,13.0,34.0,154.0,
Jinan,2019-06-01,143.0,59~198,light pollution,36.0,84.0,0.63,12.0,28.0,206.0,
Jinan,2019-07-01,120.0,66~178,light pollution,36.0,67.0,0.706,9.0,29.0,180.0,
Jinan,2019-08-01,75.0,29~132,good,26.0,53.0,0.732,8.0,33.0,125.0,
Jinan,2019-09-01,104.0,44~157,light pollution,39.0,86.0,0.82,11.0,45.0,149.0,
Jinan,2019-10-01,87.0,39~159,good,49.0,108.0,0.806,11.0,48.0,97.0,
Jinan,2019-11-01,96.0,50~170,good,61.0,132.0,0.95,14.0,53.0,59.0,
Jinan,2019-12-01,114.0,49~269,light pollution,84.0,127.0,1.268,19.0,54.0,42.0,
Jinan,2020-01-01,141.0,57~252,light pollution,107.0,143.0,1.545,24.0,51.0,59.0,
Jinan,2020-02-01,77.0,38~137,good,53.0,75.0,0.848,12.0,24.0,84.0,
Jinan,2020-03-01,78.0,42~140,good,45.0,97.0,0.735,11.0,33.0,103.0,
Jinan,2020-04-01,85.0,56~139,good,40.0,93.0,0.733,12.0,35.0,125.0,
Jinan,2020-05-01,101.0,44~170,light pollution,32.0,85.0,0.687,11.0,26.0,156.0,
Jinan,2020-06-01,123.0,48~202,light pollution,36.0,87.0,0.737,10.0,27.0,183.0,
Jinan,2020-07-01,96.0,45~168,good,35.0,61.0,0.758,9.0,23.0,152.0,
Jinan,2020-08-01,81.0,27~185,good,30.0,52.0,0.735,9.0,24.0,132.0,
Jinan,2020-09-01,92.0,38~165,good,33.0,70.0,0.74,11.0,37.0,147.0,
Jinan,2020-10-01,79.0,51~122,good,47.0,102.0,0.906,13.0,51.0,88.0,
Jinan,2020-11-01,89.0,39~180,good,59.0,109.0,1.003,14.0,50.0,64.0,
Jinan,2020-12-01,116.0,42~248,light pollution,84.0,129.0,1.184,20.0,49.0,50.0,
Jinan,2021-01-01,122.0,58~261,light pollution,65.0,95.0,1.287,23.0,52.0,51.0,
Jinan,2021-02-01,75.0,42~129,good,45.0,81.0,0.807,15.0,30.0,87.0,
Jinan,2021-03-01,135.0,39~500,light pollution,34.0,60.0,0.832,13.0,38.0,100.0,
Jinan,2021-04-01,90.0,41~486,good,33.0,58.0,0.633,10.0,30.0,118.0,
Jinan,2021-05-01,114.0,45~500,light pollution,26.0,50.0,0.658,10.0,23.0,143.0,
Jinan,2021-06-01,122.0,40~197,light pollution,29.0,65.0,0.65,10.0,23.0,182.0,
Jinan,2021-07-01,79.0,25~136,good,22.0,40.0,0.558,7.0,18.0,131.0,
Jinan,2021-08-01,99.0,42~149,good,29.0,54.0,0.69,8.0,24.0,156.0,
Jinan,2021-09-01,73.0,29~153,good,21.0,40.0,0.613,7.0,24.0,121.0,
Jinan,2021-10-01,73.0,30~152,good,44.0,82.0,0.723,9.0,40.0,93.0,
Jinan,2021-11-01,82.0,28~145,good,53.0,104.0,0.847,12.0,46.0,69.0,
Jinan,2021-12-01,82.0,30~196,good,53.0,99.0,0.939,14.0,46.0,52.0,
Jinan,2022-01-01,109.0,55~246,light pollution,80.0,119.0,1.103,17.0,48.0,55.0,
Jinan,2022-02-01,67.0,40~153,good,42.0,70.0,0.821,16.0,28.0,92.0,
Jinan,2022-03-01,86.0,38~177,good,32.0,54.0,0.774,12.0,30.0,97.0,
Jinan,2022-04-01,86.0,54~118,good,34.0,64.0,0.663,13.0,21.0,135.0,
Jinan,2022-05-01,96.0,53~150,good,27.0,66.0,0.584,13.0,22.0,147.0,
Jinan,2022-06-01,126.0,57~204,light pollution,24.0,58.0,0.563,11.0,20.0,188.0,
Jinan,2022-07-01,83.0,19~142,good,20.0,38.0,0.61,6.0,20.0,137.0,
Jinan,2022-08-01,74.0,29~134,good,19.0,39.0,0.635,6.0,20.0,126.0,
Jinan,2022-09-01,103.0,39~168,light pollution,24.0,66.0,0.627,8.0,33.0,160.0,
Jinan,2022-10-01,62.0,25~64,excellent,31.0,67.0,0.648,7.0,39.0,92.0,
Jinan,2022-11-01,74.0,,,47.0,86.0,0.81,8.0,43.0,70.0,
